player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Nate Evans,43502,LB,UCF,13,0,0,323,64.7,1,2,32,14.5,12.5,4,3,10.9,2,241,35,5,0,1,1,15,15.7,6.7,1,6.7,0,108,17,2
Julius Turner,43504,DI,RUTGERS,12,3,0,278,65.5,1,8,237,100.0,5.9,14,1,1.9,0,253,253,9,2,1,7,77,100.0,13.0,10,5.2,0,87,87,8
Alex Highsmith,43507,ED,CHARLOTTE,12,1,0,136,75.6,5,34,302,96.0,14.2,43,1,7.8,4,328,315,43,0,2,12,68,91.1,25.0,17,11.8,1,79,72,15
William Kwenkeu,43510,LB,TEMPLE,10,0,0,306,63.4,0,5,22,20.9,13.6,3,0,15.9,1,110,23,6,0,0,3,10,21.3,20.0,2,25.0,1,47,10,4
Kobe Jones,43511,ED,MISS STATE,13,0,0,227,61.0,1,9,107,92.4,9.3,10,1,4.7,0,118,109,10,0,0,7,41,95.5,17.1,7,8.5,0,44,42,7
Brandon Bowen,43515,ED,TCU,4,0,0,305,55.6,0,0,9,100.0,0.0,0,0,0.0,0,9,9,0,0,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Terry Thomas,43517,ED,GA STATE,12,1,0,175,62.8,3,7,214,99.6,7.0,15,0,3.7,3,230,229,13,0,1,4,42,100.0,19.0,8,8.3,1,48,48,6
Chris Crumb,43519,DI,BALL ST,11,0,0,117,69.6,1,4,172,100.0,5.8,10,0,2.6,2,181,181,7,0,1,2,44,100.0,13.6,6,5.7,1,47,47,4
Cassh Maluia,43524,LB,WYOMING,11,0,0,351,63.6,3,4,38,14.7,15.8,6,0,9.2,0,266,39,7,0,0,2,12,12.3,16.7,2,8.3,0,106,13,2
Theo Majette,43526,DI,KENT STATE,12,0,0,201,79.7,4,22,219,100.0,12.8,28,1,8.2,5,231,231,31,0,2,11,83,100.0,15.7,13,9.0,1,87,87,14
Juwon Young,43527,ED,MARSHALL,13,0,0,214,55.7,5,12,213,84.6,7.0,15,2,4.9,2,267,226,19,0,2,5,68,91.3,11.8,8,8.1,2,80,73,9
Frank Coppet,43530,S,VANDERBILT,12,0,1,333,70.9,1,4,13,6.0,7.7,1,1,19.2,0,216,13,5,0,1,2,6,9.4,16.7,1,25.0,0,64,6,3
Jordan Young,43537,LB,DOMINION,12,1,0,263,55.7,0,4,33,10.4,6.1,2,0,6.1,0,337,35,4,0,0,2,12,14.1,8.3,1,8.3,0,92,13,2
Cameron Miller,43547,LB,MISS STATE,1,0,0,227,59.2,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Marlon Character,43550,CB,LOUISVILLE,5,0,0,210,56.2,0,0,2,3.8,0.0,0,1,0.0,0,53,2,0,0,0,0,1,7.1,0.0,0,0.0,0,14,1,0
Chigozie Nnoruka,43552,DI,UCLA,9,0,0,324,62.5,0,2,80,100.0,7.5,6,0,1.3,0,84,84,2,0,0,1,14,100.0,7.1,1,3.6,0,16,16,1
Caden Andersen,43554,DI,UTAH ST,11,0,0,329,64.3,1,4,95,100.0,7.4,7,2,3.7,1,107,107,6,0,1,0,14,100.0,7.1,1,3.6,0,17,17,1
Ben Stille,43555,DI,NEBRASKA,12,2,0,238,66.3,3,14,262,99.6,7.6,20,0,5.5,6,284,283,23,0,1,5,93,100.0,10.8,10,7.5,4,103,103,10
Amir Miller,43556,ED,OHIO,1,0,0,259,67.7,0,1,3,80.0,33.3,1,0,16.7,0,5,4,1,0,0,1,1,100.0,100.0,1,50.0,0,1,1,1
Andrew Tarver,43558,DI,FIU,5,0,0,166,56.1,0,0,18,100.0,0.0,0,0,0.0,0,18,18,0,0,0,0,6,100.0,0.0,0,0.0,0,6,6,0
Jerome Johnson,43560,DI,INDIANA,12,0,0,190,65.9,2,12,237,100.0,8.0,19,2,4.6,4,258,258,18,0,2,7,87,100.0,10.3,9,7.5,2,96,96,11
Eric Popp,43565,LB,OHIO,11,0,0,259,56.1,0,1,19,25.0,0.0,0,0,2.6,0,84,21,1,0,0,0,5,20.0,0.0,0,0.0,0,30,6,0
Lawrence Graham,43566,LB,TULANE,13,0,1,319,66.8,7,7,67,25.3,6.0,4,3,19.4,6,293,74,20,0,3,3,34,28.5,5.9,2,23.5,5,123,35,11
Ben LeRoy,43573,DI,N ILLINOIS,14,0,1,254,71.1,2,13,224,100.0,12.1,27,3,4.2,2,238,238,17,0,1,5,76,100.0,18.4,14,6.6,2,80,80,8
Leon Flanagan Jr.,43574,ED,UMASS,9,0,0,216,63.2,2,12,143,85.0,7.7,11,1,4.9,0,180,153,14,0,1,8,46,84.7,10.9,5,9.8,0,59,50,9
Michail Carter,43577,DI,GEORGIA,9,0,0,173,54.2,0,0,55,100.0,1.8,1,0,0.0,0,59,59,0,0,0,0,14,100.0,7.1,1,0.0,0,16,16,0
Sam Franklin Jr.,43580,LB,TEMPLE,13,0,0,306,75.6,4,12,98,31.3,16.3,16,5,12.2,4,336,105,20,0,1,5,42,36.5,16.7,7,16.7,4,126,46,10
Hamp Cheevers,43582,CB,BOSTON COL,12,0,0,121,79.3,0,3,5,1.0,20.0,1,1,30.0,0,492,5,3,0,0,2,3,1.6,33.3,1,33.3,0,192,3,2
Chance Parker,43588,S,UTAH ST,4,0,0,329,59.7,0,0,1,10.5,0.0,0,0,0.0,0,19,2,0,0,0,0,0,0.0,,0,,0,2,0,0
Miles Daniel,43623,CB,KENT STATE,10,0,0,201,59.1,0,0,1,0.6,0.0,0,1,0.0,0,172,1,0,0,0,0,1,1.5,0.0,0,0.0,0,68,1,0
Jabari Watson,43628,DI,BOISE ST,12,1,0,120,54.7,1,5,85,97.9,2.4,2,0,3.5,0,94,92,6,0,1,3,35,100.0,2.9,1,5.7,0,40,40,4
Deonte Williams,43633,ED,BAYLOR,7,0,0,118,62.2,2,3,65,85.9,7.7,5,0,3.8,0,78,67,5,0,1,2,21,84.0,14.3,3,7.1,0,25,21,3
Jon-Michael Terry,43635,LB,OKLAHOMA,4,0,0,261,54.7,0,1,25,51.0,4.0,1,0,2.0,0,51,26,1,0,0,0,10,73.3,10.0,1,0.0,0,15,11,0
Lance Deveaux Jr.,43643,LB,N ILLINOIS,13,0,0,254,63.1,0,4,37,10.2,5.4,2,0,10.8,2,384,39,6,0,0,1,10,8.1,10.0,1,5.0,0,124,10,1
Jake Hansen,43645,LB,ILLINOIS,12,0,0,187,73.3,1,3,45,10.6,11.1,5,2,8.9,2,424,45,6,0,0,2,13,8.2,30.8,4,15.4,1,159,13,3
Kyle Meyers,43646,CB,FLORIDA ST,12,0,1,167,73.4,2,1,17,4.6,0.0,0,7,20.6,2,368,17,5,0,2,1,7,5.3,0.0,0,50.0,2,133,7,5
Cordarrell Davis,43656,DI,ARMY,2,0,0,114,59.4,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Alex Turner,43661,DI,E CAROLINA,12,3,0,156,59.7,2,6,329,100.0,2.7,9,0,2.7,5,342,342,13,0,2,5,93,100.0,7.5,7,7.0,3,99,99,10
De'Andre Williams,43664,DI,TULANE,13,0,0,319,57.5,0,8,247,100.0,4.5,11,0,2.8,3,262,262,11,0,0,2,90,100.0,8.9,8,4.4,3,95,95,5
Jaylin Thomas,43665,LB,BALL ST,11,1,0,117,83.6,4,4,48,19.6,10.4,5,1,16.7,4,255,50,12,0,3,2,24,32.5,12.5,3,10.4,0,80,26,5
Tanner Rowell,43671,DI,FLORIDA,3,0,0,163,57.0,0,0,26,100.0,3.8,1,1,0.0,0,28,28,0,0,0,0,13,100.0,0.0,0,0.0,0,14,14,0
Joe Ozougwu,43676,ED,N TEXAS,13,0,0,251,60.5,1,9,173,74.7,8.1,14,0,5.2,4,245,183,14,0,1,7,62,89.2,16.1,10,11.3,3,74,66,11
Levi Onwuzurike,43679,DI,WASHINGTON,14,0,0,340,82.5,3,20,182,97.9,15.4,28,1,8.0,3,193,189,26,0,1,9,59,98.4,23.7,14,11.9,2,62,61,12
Jacob Pugh,43693,DI,TULSA,6,0,0,320,65.6,1,1,35,100.0,5.7,2,0,8.6,2,36,36,4,0,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Monquavion Brinson,43696,CB,GA SOUTHRN,13,0,0,174,55.3,2,0,2,0.5,50.0,1,3,50.0,0,400,2,2,0,1,0,1,1.1,100.0,1,50.0,0,91,1,1
Perry Young,43698,LB,CINCINNATI,8,0,0,138,60.1,1,8,52,21.8,11.5,6,2,10.6,1,248,54,10,0,0,7,15,17.7,33.3,5,30.0,1,96,17,8
Jonathan Smith,43700,LB,N CAROLINA,7,0,0,245,62.9,0,1,15,10.6,0.0,0,0,16.7,2,151,16,3,0,0,1,3,7.3,0.0,0,50.0,1,41,3,2
Marlon Dunlap Jr.,43701,DI,FLORIDA,13,0,0,163,51.7,0,4,124,98.5,2.4,3,1,1.6,0,136,134,4,0,0,4,81,100.0,3.7,3,2.5,0,88,88,4
Reese Donahue,43703,ED,W VIRGINIA,12,0,0,343,54.2,1,7,237,99.6,2.5,6,1,2.1,1,248,247,9,0,1,0,24,96.3,8.3,2,2.1,0,27,26,1
Anthony Trinh,43707,ED,STANFORD,3,0,0,300,54.3,0,0,9,100.0,0.0,0,0,0.0,0,9,9,0,0,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Tyrone Hopper,43714,ED,N CAROLINA,6,0,0,245,57.6,0,0,39,93.2,2.6,1,0,0.0,0,44,41,0,0,0,0,10,91.7,10.0,1,0.0,0,12,11,0
Bruno DeRose,43718,LB,BOISE ST,5,0,0,120,63.0,2,0,4,16.1,0.0,0,0,25.0,0,31,5,2,0,0,0,1,28.6,0.0,0,0.0,0,7,2,0
Anthony Butler,43726,LB,CHARLOTTE,10,0,0,136,59.4,2,1,21,10.5,4.8,1,1,11.9,1,219,23,4,0,0,0,7,14.0,0.0,0,0.0,0,50,7,0
Triston Grant,43728,ED,OKLA STATE,2,0,0,262,56.7,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Desmond Williams,43732,LB,BOISE ST,13,1,0,120,66.4,0,2,18,15.5,11.1,2,0,11.1,1,116,18,3,0,0,1,5,16.1,20.0,1,10.0,0,31,5,1
Quincy Roche,43734,ED,TEMPLE,13,1,1,306,79.6,7,28,311,86.8,13.2,41,4,7.6,6,385,334,41,1,3,16,121,88.5,20.7,25,11.2,4,148,131,23
Bryce Morais,43735,DI,BOSTON COL,4,0,0,121,56.2,0,0,14,100.0,0.0,0,0,0.0,0,14,14,0,0,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Micah Capra,43737,DI,AIR FORCE,12,0,0,101,57.6,2,7,260,99.6,5.4,14,1,2.5,2,266,265,11,0,0,4,60,100.0,10.0,6,5.0,1,63,63,5
Marcus Brown,43739,DI,CINCINNATI,12,0,0,138,57.0,0,3,55,100.0,5.5,3,1,2.7,0,57,57,3,0,0,3,19,100.0,15.8,3,7.9,0,20,20,3
Jeffery Simmons,43742,DI,MISS STATE,13,2,0,227,90.3,7,23,322,98.5,15.5,50,3,5.9,4,344,339,34,0,5,15,98,99.1,28.6,28,12.2,2,111,110,22
Elijah Ponder,43743,ED,CINCINNATI,9,0,0,138,89.3,0,6,48,98.0,8.3,4,0,8.3,1,51,50,7,0,0,3,21,100.0,14.3,3,11.9,1,22,22,4
Chris Martin,43745,DI,GA TECH,6,0,0,176,54.0,0,0,43,100.0,0.0,0,0,2.3,1,44,44,1,0,0,0,18,100.0,0.0,0,5.6,1,19,19,1
Curtis Weaver,43751,ED,BOISE ST,13,0,1,120,92.8,12,32,254,85.9,28.3,72,2,13.4,12,306,263,56,0,5,17,77,83.0,45.5,35,20.8,5,100,83,27
Brandon Barlow,43762,ED,BOSTON COL,10,0,0,121,56.3,0,4,82,93.5,4.9,4,0,2.4,0,93,87,4,0,0,2,33,94.9,6.1,2,3.0,0,39,37,2
Chance Purvis,43763,ED,E CAROLINA,10,0,0,156,59.3,0,4,126,97.1,6.3,8,0,2.4,1,136,132,5,0,0,2,38,97.7,5.3,2,2.6,0,44,43,2
JaVante Hubbard,43775,DI,RICE,8,0,0,275,60.0,0,2,61,100.0,8.2,5,0,1.6,0,65,65,2,0,0,1,33,100.0,9.1,3,1.5,0,35,35,1
Cody Gessler,43791,DI,AIR FORCE,12,0,0,101,70.8,6,8,187,100.0,9.6,18,2,4.3,1,195,195,15,0,5,2,56,100.0,12.5,7,6.3,0,58,58,7
Marcel Southall,43793,DI,FAU,8,0,0,165,57.2,0,2,52,98.2,3.8,2,0,1.9,0,56,55,2,0,0,2,16,100.0,12.5,2,6.3,0,18,18,2
Tre Brown,43794,DI,MISS STATE,13,0,0,227,58.1,0,1,65,98.6,3.1,2,0,0.8,0,70,69,1,0,0,0,19,95.5,5.3,1,0.0,0,22,21,0
Arjay Jean,43801,ED,COLO STATE,11,0,1,144,57.3,0,2,79,100.0,7.6,6,1,1.3,0,83,83,2,0,0,1,17,100.0,5.9,1,2.9,0,17,17,1
Keonatye Garner,43802,DI,LA TECH,12,1,0,208,65.0,1,9,213,100.0,7.0,15,2,2.8,1,225,225,11,1,0,4,74,100.0,5.4,4,4.1,1,78,78,5
Davone Hall Sr.,43808,DI,UMASS,1,0,0,216,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,,,0,,0,0,0,0
Chidi Okonya,43810,ED,DUKE,2,0,0,154,57.4,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Rashad Smith,43811,LB,FAU,12,0,1,165,51.9,4,7,94,25.5,2.1,2,1,6.9,1,381,97,12,0,0,2,28,24.0,0.0,0,3.6,0,121,29,2
Cale Garrett,43813,LB,MISSOURI,13,0,0,229,59.9,6,8,60,14.9,5.0,3,1,13.3,1,417,62,15,0,2,2,17,18.5,0.0,0,11.8,0,92,17,4
Ty Sponseller,43821,LB,CINCINNATI,5,0,0,138,70.8,0,2,10,25.6,20.0,2,0,30.0,2,39,10,4,0,0,1,5,20.8,20.0,1,10.0,0,24,5,1
Paddy Fisher,43822,LB,NWESTERN,14,0,0,256,57.2,1,7,52,9.7,7.7,4,0,9.6,1,599,58,9,0,0,1,18,12.7,5.6,1,2.8,0,158,20,1
Alexander Myres,43823,CB,HOUSTON,13,0,0,182,69.1,0,1,2,0.6,0.0,0,1,25.0,0,316,2,1,0,0,0,1,1.0,0.0,0,0.0,0,100,1,0
Myles Rice,43825,LB,WASHINGTON,1,0,0,340,60.0,0,0,1,50.0,0.0,0,0,0.0,0,2,1,0,0,0,0,0,0.0,,0,,0,1,0,0
Kenny Hebert,43827,ED,VANDERBILT,13,0,0,333,77.1,2,8,91,81.6,9.9,9,1,9.9,4,114,93,14,0,2,4,43,88.0,14.0,6,14.0,3,50,44,9
Briston Guidry,43840,DI,ARKANSAS,8,1,0,111,66.3,0,3,83,100.0,7.2,6,0,4.2,2,89,89,5,1,0,3,44,100.0,9.1,4,5.7,1,48,48,4
Ken McLaurin,43845,DI,SMU,9,0,0,287,57.3,0,2,65,100.0,3.1,2,0,3.1,1,67,67,3,0,0,0,13,100.0,0.0,0,0.0,0,13,13,0
Chris Myers,43846,ED,MIDDLE TN,2,0,0,224,54.3,0,0,13,100.0,0.0,0,0,0.0,0,14,14,0,0,0,0,6,100.0,0.0,0,0.0,0,6,6,0
Isaiah Chambers,43848,ED,HOUSTON,5,0,0,182,60.7,0,4,100,95.6,7.0,7,2,7.0,5,113,108,9,0,0,0,42,93.6,14.3,6,7.1,3,47,44,3
Terrell Townsend,43854,ED,S JOSE ST,9,0,0,285,52.3,2,0,44,100.0,0.0,0,0,2.3,0,49,49,2,0,0,0,12,100.0,0.0,0,0.0,0,13,13,0
Sean Brown,43855,DI,S ALABAMA,12,0,0,288,62.6,1,6,134,100.0,4.5,6,1,2.6,0,142,142,7,0,1,3,26,100.0,11.5,3,7.7,0,29,29,4
Cole Christiansen,43856,LB,ARMY,13,0,0,114,60.8,4,4,86,23.5,4.7,4,1,8.1,3,392,92,11,0,1,2,25,24.5,12.0,3,18.0,3,106,26,6
De'Jon Harris,43858,LB,ARKANSAS,12,2,0,111,59.8,1,6,53,14.9,5.7,3,0,10.4,2,376,56,9,0,1,4,26,17.2,3.8,1,13.5,1,157,27,6
David Marshall,43863,ED,GEORGIA,6,1,1,173,69.3,1,0,42,100.0,14.3,6,1,1.2,0,46,46,1,1,0,0,14,100.0,7.1,1,0.0,0,15,15,0
Patrice Rene,43868,CB,N CAROLINA,11,0,0,245,46.1,0,0,15,4.7,0.0,0,1,0.0,0,387,18,0,0,0,0,3,3.0,0.0,0,0.0,0,135,4,0
Dean Taylor,43870,DI,TEXAS ST,4,0,0,314,67.0,1,2,52,100.0,7.7,4,1,2.9,0,58,58,3,0,1,1,19,100.0,15.8,3,5.3,0,22,22,2
Walvenski Aime,43871,ED,FLORIDA ST,10,0,0,167,59.3,1,2,145,96.3,7.6,11,0,1.7,1,161,155,4,0,1,1,47,98.0,17.0,8,4.3,1,50,49,3
Derrick Brown,43883,DI,AUBURN,13,3,1,115,85.7,7,17,310,99.7,11.3,35,5,5.5,5,334,333,29,3,2,10,111,100.0,19.8,22,8.1,3,124,124,15
AJ Garson,43884,ED,UCONN,12,0,0,146,57.3,0,6,127,100.0,3.1,4,0,3.1,1,134,134,7,0,0,3,37,100.0,8.1,3,6.8,1,40,40,4
Randy Wade Jr.,43888,LB,GA SOUTHRN,13,0,1,174,53.9,2,5,132,53.9,3.8,5,1,3.4,1,258,139,8,0,2,2,34,73.6,8.8,3,5.9,0,53,39,4
William Davis,43891,DI,FAU,9,0,0,165,58.2,0,1,80,100.0,3.8,3,0,1.9,1,86,86,2,0,0,0,23,100.0,4.3,1,4.3,1,26,26,1
JaJuan Blankenship,43896,DI,TULSA,6,0,0,320,54.8,0,1,42,100.0,0.0,0,1,1.2,0,44,44,1,0,0,0,9,100.0,0.0,0,0.0,0,9,9,0
Lokeni Toailoa,43897,LB,UCLA,12,0,0,324,81.0,2,3,27,22.6,18.5,5,0,20.4,3,133,30,8,0,0,2,10,41.9,10.0,1,30.0,2,31,13,4
Isaiah Kaufusi,43899,LB,BYU,11,1,0,128,71.2,0,1,14,5.5,14.3,2,1,10.7,1,254,14,2,0,0,0,5,5.0,20.0,1,20.0,1,100,5,1
Nick Martin,43906,DI,CHARLOTTE,5,0,0,136,61.6,0,1,29,100.0,6.9,2,0,1.7,0,34,34,1,0,0,0,7,100.0,0.0,0,0.0,0,9,9,0
Timmy Horne,43918,DI,CHARLOTTE,12,3,0,136,59.6,1,7,306,98.5,2.9,9,3,1.6,1,324,319,9,2,0,2,66,95.9,3.0,2,1.5,0,73,70,2
Allen Fails Jr.,43920,ED,SO MISS,2,0,0,296,60.1,1,1,32,100.0,9.4,3,0,3.1,0,33,33,2,0,1,0,15,100.0,6.7,1,3.3,0,16,16,1
Caleb Felton,43921,ED,MIDDLE TN,1,0,0,224,58.9,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,,,0,,0,0,0,0
Willie Yarbary,43922,DI,WAKE,13,0,0,339,65.0,4,23,458,99.4,7.4,34,1,4.3,6,473,470,33,0,3,9,115,98.3,10.4,12,7.0,2,121,119,14
Clifford Amazan,43924,DI,GA STATE,1,0,0,175,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
D'Andre Christmas-Giles,43925,DI,TEXAS,7,0,0,311,56.1,0,0,16,100.0,0.0,0,0,0.0,0,17,17,0,0,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Rod Stoddard,43926,DI,ARMY,3,0,0,114,56.7,0,0,10,100.0,0.0,0,0,0.0,0,10,10,0,0,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Kevin Jeanniton,43927,DI,FRESNO ST,2,1,0,169,91.6,0,1,11,100.0,9.1,1,0,4.5,0,11,11,1,0,0,0,7,100.0,0.0,0,0.0,0,7,7,0
Shemarr Robinson,43930,DI,TULSA,10,0,0,320,61.7,0,6,152,100.0,6.6,10,1,2.0,0,159,159,6,0,0,1,24,100.0,4.2,1,2.1,0,25,25,1
Ryan Darby,43933,ED,AIR FORCE,2,0,0,101,56.0,0,0,5,100.0,0.0,0,1,0.0,0,7,7,0,0,0,0,0,100.0,,0,,0,2,2,0
Alex Miller,43934,DI,NWESTERN,12,2,0,256,67.8,2,1,149,99.4,4.0,6,0,1.7,1,159,158,4,0,1,1,26,100.0,11.5,3,3.8,0,31,31,2
Ellison Jordan,43937,DI,PENN STATE,3,0,1,266,57.2,0,0,34,100.0,0.0,0,1,2.9,1,36,36,1,0,0,0,15,100.0,0.0,0,6.7,1,16,16,1
Ray Thornton,43941,ED,LSU,10,0,0,211,59.8,1,4,97,64.8,7.2,7,0,3.6,1,159,103,6,0,0,2,39,66.7,10.3,4,5.1,1,60,40,3
Connor Murphy,43946,ED,USC,3,0,0,326,55.6,0,0,7,100.0,0.0,0,0,0.0,0,7,7,0,0,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Tyler Hall,43958,CB,WYOMING,11,0,0,351,56.0,0,0,6,1.6,0.0,0,2,0.0,0,375,6,0,0,0,0,2,1.4,0.0,0,0.0,0,148,2,0
Brandon Simon,43965,ED,IOWA,1,0,0,192,64.9,0,1,4,100.0,25.0,1,0,12.5,0,4,4,1,0,0,1,3,100.0,33.3,1,16.7,0,3,3,1
Chris Willis,43969,ED,APP STATE,13,0,0,108,75.6,6,13,151,99.4,13.9,21,0,8.3,3,158,157,22,0,1,5,23,96.0,34.8,8,17.4,1,25,24,7
Pat Jones II,43974,ED,PITTSBURGH,14,0,0,268,74.5,4,14,237,98.5,9.3,22,6,5.5,4,260,256,22,0,0,7,86,96.8,8.1,7,6.4,2,94,91,9
Jeremiah Littles,43977,ED,S ALABAMA,11,0,0,288,62.2,0,1,59,100.0,8.5,5,0,4.2,2,63,63,3,0,0,1,19,100.0,15.8,3,7.9,1,23,23,2
David Hood,43980,DI,TOLEDO,5,0,0,316,64.3,0,1,44,100.0,6.8,3,0,1.1,0,49,49,1,0,0,1,18,100.0,11.1,2,2.8,0,20,20,1
Bradlee Anae,43982,ED,UTAH,14,1,1,328,80.0,8,36,437,92.9,16.0,70,5,7.6,11,495,460,55,0,5,23,204,92.7,24.5,50,11.3,9,233,216,37
Alex Criddle,43983,DI,PURDUE,3,0,0,273,57.0,0,0,11,100.0,0.0,0,0,0.0,0,12,12,0,0,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Gary McCrae,43985,ED,LOUISVILLE,1,0,0,210,54.7,0,1,5,85.7,0.0,0,0,10.0,0,7,6,1,0,0,1,4,100.0,0.0,0,12.5,0,5,5,1
Ilyaas Motley,43989,CB,OHIO,13,0,0,259,83.9,1,0,3,1.3,0.0,0,1,50.0,1,229,3,2,0,1,0,1,0.9,0.0,0,50.0,0,110,1,1
Joel Dublanko,43990,LB,CINCINNATI,11,1,0,138,61.3,0,0,10,17.9,0.0,0,0,0.0,0,56,10,0,0,0,0,1,5.3,0.0,0,0.0,0,19,1,0
Jordan Iosefa,43996,ED,USC,12,3,0,326,54.8,0,5,180,65.2,2.2,4,0,3.1,3,293,191,8,0,0,2,58,70.0,1.7,1,6.9,3,90,63,5
Blake Dailey,43997,LB,AIR FORCE,7,0,0,101,67.4,1,1,14,13.7,7.1,1,0,21.4,2,102,14,4,0,0,0,4,15.4,0.0,0,0.0,0,26,4,0
Suli Tamaivena,43999,LB,UTAH ST,10,0,0,329,78.8,4,5,43,22.8,20.9,9,1,12.8,1,219,50,10,0,2,3,22,36.2,18.2,4,15.9,1,69,25,6
Khalil McDonald,44010,LB,S ALABAMA,10,0,0,288,56.7,0,3,4,3.7,0.0,0,0,37.5,0,107,4,3,0,0,0,0,0.0,,0,,0,12,0,0
Daniel Joseph,44012,ED,PENN STATE,13,1,1,266,59.1,2,1,83,96.6,4.8,4,1,3.0,1,88,85,4,0,1,0,29,100.0,10.3,3,5.2,1,30,30,2
Kenneth Ruff,44013,DI,SYRACUSE,13,0,0,304,59.0,2,7,177,100.0,5.1,9,0,3.7,2,183,183,11,0,0,4,63,100.0,9.5,6,6.3,2,65,65,6
Jalen Madden,44015,DI,W KENTUCKY,10,0,0,346,54.7,1,1,84,100.0,2.4,2,0,2.4,1,87,87,3,0,1,1,43,100.0,4.7,2,4.7,1,44,44,3
Siah Sa'o,44019,DI,VANDERBILT,5,0,0,333,55.7,0,0,16,100.0,0.0,0,0,0.0,0,17,17,0,0,0,0,9,100.0,0.0,0,0.0,0,9,9,0
Hamilcar Rashed,44025,ED,OREGON ST,12,2,0,265,62.8,0,7,145,66.7,4.8,7,2,4.5,3,228,152,10,0,0,5,43,68.7,9.3,4,8.1,1,67,46,6
Byron Murphy Jr.,44027,CB,WASHINGTON,14,0,0,340,61.2,0,4,11,2.1,18.2,2,2,18.2,0,525,11,4,0,0,1,5,3.1,20.0,1,10.0,0,162,5,1
Oluwaseun Oluwatimi,44028,DI,MARYLAND,12,0,0,215,58.5,1,5,136,100.0,4.4,6,0,2.2,0,147,147,6,0,1,3,43,100.0,4.7,2,4.7,0,47,47,4
Dave Tolentino,44032,DI,NAVY,11,0,0,237,55.1,0,0,57,100.0,0.0,0,0,0.0,0,59,59,0,0,0,0,13,100.0,0.0,0,0.0,0,13,13,0
Elijah Blue,44034,CB,DOMINION,2,0,0,263,60.0,1,0,1,5.6,0.0,0,1,50.0,0,18,1,1,0,0,0,0,0.0,,0,,0,4,0,0
Benito Jones,44035,DI,OLE MISS,12,0,2,226,64.0,4,12,294,100.0,6.5,19,5,3.7,3,309,309,19,0,1,7,98,100.0,11.2,11,7.1,3,108,108,11
Kyle Ball,44037,ED,KANSAS ST,10,1,0,199,59.9,2,15,202,96.8,5.9,12,0,4.7,1,218,211,18,0,1,6,64,98.6,9.4,6,7.0,1,69,68,8
Raequan Purvis,44039,DI,E CAROLINA,7,0,0,156,59.5,1,7,138,100.0,6.5,9,0,2.9,0,144,144,8,0,0,4,43,100.0,14.0,6,4.7,0,46,46,4
Brandon Adams,44040,DI,GA TECH,13,0,0,176,73.9,0,9,154,99.4,9.1,14,0,3.6,1,161,160,10,0,0,5,47,100.0,17.0,8,5.3,0,49,49,5
Jarrod Carter-McLin,44042,ED,UTSA,12,3,0,331,71.4,3,15,216,95.4,10.2,22,7,4.6,1,238,227,19,1,2,8,97,94.6,16.5,16,6.2,1,111,105,11
R.J. Jackson,44046,ED,AIR FORCE,8,0,1,101,63.7,1,7,75,79.6,9.3,7,1,6.7,1,98,78,9,0,0,3,29,90.6,10.3,3,8.6,1,32,29,4
Adetokunbo Ogundeji,44047,ED,NOTRE DAME,13,1,0,258,64.4,3,5,141,98.6,7.1,10,0,4.3,2,147,145,10,0,0,3,34,100.0,17.6,6,7.4,1,35,35,4
Amani Jones,44063,LB,IOWA,5,0,1,192,68.6,0,0,1,2.6,0.0,0,2,100.0,1,39,1,1,0,0,0,0,0.0,,0,,1,16,0,1
