player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures,year
Cory Stover,98505,ED,OREGON ST,12,0,0,265,58.3,1,9,125,69.7,3.2,4,0,5.6,2,188,131,12,0,59.1,0,4,48,68.0,4.2,2,8.3,2,75,51,6,2023
Courtney McBride,145205,ED,S ALABAMA,13,0,0,288,62.2,4,10,183,62.5,8.2,15,1,6.6,5,307,192,19,0,59.5,1,5,69,77.6,8.7,6,7.2,2,98,76,8,2024
Curley Young Jr.,100559,ED,JVILLE ST,12,0,1,196,72.1,3,11,165,86.8,10.3,17,2,6.7,4,197,171,18,0,75.5,2,6,58,84.5,17.2,10,12.1,3,71,60,11,2023
Curt Maggitt,10911,ED,TENNESSEE,13,0,2,307,79.3,6,26,195,75.3,13.3,26,3,12.3,8,267,201,40,0,74.2,1,12,81,77.3,14.8,12,15.4,6,110,85,19,2014
Curtis Bolton,39043,LB,OKLAHOMA,14,0,0,261,91.1,11,13,88,20.0,26.1,23,1,19.3,5,480,96,29,0,,6,7,42,31.9,31.0,13,25.0,4,141,45,17,2019
Curtis Jacobs,129785,LB,PENN STATE,12,0,0,266,66.6,2,17,120,35.9,10.0,12,1,12.1,5,351,126,24,0,69.4,2,11,59,44.0,13.6,8,14.4,2,141,62,15,2022
Curtis Ryans,76884,ED,GA TECH,7,0,0,176,53.1,1,3,127,95.7,3.1,4,1,3.1,2,140,134,6,0,61.0,1,2,44,95.8,9.1,4,8.0,2,48,46,5,2020
Curtis Weaver,43751,ED,BOISE ST,13,0,1,120,92.8,12,32,254,85.9,28.3,72,2,13.4,12,306,263,56,0,,5,17,77,83.0,45.5,35,20.8,5,100,83,27,2019
D'Andre Ragin,100316,ED,TOLEDO,13,1,0,316,84.4,7,17,290,94.7,13.8,40,2,6.2,6,319,302,30,0,89.9,3,11,85,98.9,25.9,22,11.8,3,92,91,17,2024
D'Andre Walker,39140,ED,GEORGIA,13,3,0,173,75.7,8,17,235,87.5,14.0,33,2,8.3,7,288,252,32,1,,4,8,86,91.3,16.3,14,11.6,4,104,95,16,2019
D'Anthony Jones,123671,ED,HOUSTON,13,0,2,182,93.1,4,40,295,89.5,22.4,66,3,10.2,8,351,314,52,0,90.7,2,22,97,95.5,30.9,30,14.4,2,110,105,26,2022
D'Juan Hines,27390,LB,HOUSTON,12,0,0,182,48.5,1,5,103,21.7,2.9,3,0,2.9,0,498,108,6,0,44.0,1,2,55,32.0,0.0,0,2.7,0,178,57,3,2018
D.J. Hunter,18223,LB,MARSHALL,13,0,0,214,71.2,4,8,82,29.3,12.2,10,2,11.0,3,297,87,15,0,63.0,0,6,43,46.4,14.0,6,11.6,2,97,45,8,2015
D.J. Palmore,50238,ED,NAVY,13,0,0,237,69.3,10,15,246,77.7,9.8,24,2,7.1,5,337,262,30,0,72.6,4,9,91,84.1,16.5,15,11.5,4,113,95,17,2018
D.J. Pettway,11234,ED,ALABAMA,14,3,0,103,68.6,5,20,297,100.0,11.1,33,0,5.2,3,304,304,28,2,69.2,2,12,125,100.0,15.2,19,6.4,1,129,129,15,2014
D.J. Sanders,29232,LB,MIDDLE TN,13,0,0,224,58.8,0,8,141,36.6,5.0,7,0,6.4,5,410,150,13,0,66.7,0,5,61,58.9,9.8,6,10.7,4,107,63,9,2018
D.J. Wonnum,44550,ED,S CAROLINA,13,4,0,289,64.0,4,14,334,84.3,7.5,25,0,4.5,6,415,350,24,1,67.3,1,10,118,95.3,16.1,19,7.2,3,129,123,14,2018
DJ Calhoun,49782,LB,ARIZONA ST,12,0,0,110,55.0,4,11,107,19.9,7.5,8,1,11.7,5,558,111,20,0,58.4,2,9,52,25.7,15.4,8,18.3,4,210,54,15,2016
DJ Coleman,106310,ED,MISSOURI,12,0,0,229,74.4,8,6,185,94.1,11.9,22,1,7.0,6,205,193,20,0,82.4,5,4,57,95.2,22.8,13,16.7,5,62,59,14,2022
DJ Johnson,56704,ED,OREGON,11,0,0,264,72.3,2,21,207,81.3,12.6,26,3,8.0,5,273,222,28,0,75.2,2,12,81,88.5,19.8,16,13.6,4,96,85,18,2022
DJuan Matthews,98766,ED,HAWAII,13,0,0,180,65.3,6,23,310,93.9,7.7,24,0,5.3,2,343,322,31,0,69.7,1,7,91,94.2,12.1,11,5.5,1,103,97,9,2021
DQ Thomas,57979,LB,MIDDLE TN,12,0,0,224,66.2,4,13,154,35.3,9.7,15,0,8.8,5,468,165,22,0,73.0,1,6,52,36.9,25.0,13,12.5,3,157,58,10,2021
Da'Sean Downey,50202,ED,UMASS,11,2,1,216,82.8,11,23,287,84.6,16.4,47,7,8.4,7,356,301,41,0,81.5,7,17,126,89.9,23.0,29,12.7,4,148,133,28,2018
Da'Shawn Davis,158344,ED,GA SOUTHRN,13,1,0,174,60.8,1,14,182,100.0,7.7,14,1,5.2,2,195,195,17,0,63.1,1,6,46,100.0,13.0,6,9.8,1,47,47,8,2024
Da'Shawn Hand,48386,ED,ALABAMA,15,0,0,103,64.3,4,10,170,100.0,7.6,13,0,5.3,2,177,177,16,0,64.8,1,4,63,100.0,9.5,6,7.1,2,66,66,7,2016
DaMarcus Mitchell,129826,ED,PURDUE,11,2,2,273,84.6,5,9,118,88.8,17.8,21,3,9.3,4,143,127,18,0,78.9,4,6,50,96.5,28.0,14,16.0,3,57,55,13,2021
DaVonte Lambert,10937,ED,AUBURN,12,1,0,115,52.2,2,7,252,100.0,2.0,5,0,2.2,1,261,261,10,0,55.7,1,6,71,100.0,7.0,5,6.3,1,75,75,8,2015
Dadi Nicolas,10837,ED,VA TECH,13,4,1,337,84.6,10,35,312,96.3,16.7,52,7,8.2,3,347,334,48,1,67.9,3,16,113,98.4,15.0,17,8.4,0,124,122,19,2015
Daelin Hayes,43449,ED,NOTRE DAME,12,1,0,258,77.9,7,23,226,83.2,14.2,32,3,8.0,3,280,233,33,0,79.0,3,12,78,84.2,19.2,15,10.9,1,95,80,16,2020
Daeshon Hall,11832,ED,TEXAS A&M,13,1,0,312,71.6,10,24,404,97.0,9.9,40,3,5.2,4,437,424,38,0,83.3,8,16,140,97.4,20.7,29,11.4,4,152,148,28,2016
Dajon Emory,22164,ED,ARK STATE,12,0,0,113,77.4,4,11,193,99.5,9.8,19,0,7.5,7,206,205,22,0,,1,7,61,100.0,16.4,10,11.5,3,69,69,11,2019
Dajuan Drennon,30345,ED,N CAROLINA,12,0,0,245,55.3,1,8,169,98.4,4.1,7,0,3.3,1,189,186,10,0,55.3,1,4,59,100.0,3.4,2,5.9,1,62,62,6,2018
Dakota Allen,30076,LB,TEXAS TECH,13,1,1,315,63.3,3,10,92,17.2,8.7,8,1,8.2,1,571,98,14,0,68.0,2,6,41,28.9,14.6,6,12.2,1,152,44,9,2018
Dakota Cox,50984,ED,NEW MEXICO,13,1,0,241,57.8,4,10,178,44.0,3.4,6,0,6.7,5,425,187,19,0,56.9,1,3,60,50.4,5.0,3,6.7,2,127,64,6,2015
Dale Pierson,18214,ED,IOWA STATE,12,3,0,193,64.6,2,13,280,100.0,6.8,19,2,5.5,8,289,289,23,0,54.7,0,4,49,100.0,6.1,3,6.1,1,50,50,5,2015
Dallas Turner,146604,ED,ALABAMA,14,1,1,103,89.3,11,33,276,76.2,19.6,54,6,12.0,11,383,292,55,0,90.7,8,21,114,81.5,32.5,37,19.7,8,151,123,37,2023
Dalton Herrington,50896,LB,NEW MEX ST,13,0,0,242,65.4,4,23,144,27.5,9.7,14,2,12.2,4,549,151,31,0,73.4,2,17,70,38.4,14.3,10,19.3,4,190,73,23,2018
Damani Mosby,48735,ED,KANSAS,10,0,0,198,58.9,3,3,117,94.6,6.8,8,0,4.3,2,129,122,8,0,57.1,1,1,43,97.8,9.3,4,4.7,1,45,44,3,2015
Damian Jackson,56747,ED,BUFFALO,13,0,0,126,56.3,0,12,201,83.7,5.0,10,1,3.5,1,251,210,13,0,58.1,0,3,62,78.8,8.1,5,4.0,1,80,63,4,2022
Damian Sellers,131809,ED,UCLA,7,1,0,324,64.5,1,7,115,84.7,11.3,13,0,4.3,1,144,122,9,0,71.4,0,5,41,84.0,22.0,9,8.5,1,50,42,6,2020
Damon Wilson Jr.,173543,ED,GEORGIA,14,0,0,173,65.5,5,18,202,81.8,7.9,16,4,7.2,3,264,216,26,0,65.0,4,9,71,81.4,11.3,8,13.4,3,97,79,16,2024
Dana Levine,35250,ED,TEMPLE,9,0,0,306,73.6,4,11,148,84.0,11.5,17,1,6.4,2,194,163,17,0,,4,5,52,81.4,15.4,8,8.7,0,70,57,9,2019
Dani Dennis-Sutton,164163,ED,PENN STATE,16,0,0,266,75.0,13,23,306,92.9,14.4,44,5,8.8,9,352,327,45,0,80.4,7,14,138,92.1,21.7,30,13.4,8,164,151,29,2024
Daniel Appouh,48528,ED,DOMINION,11,0,0,263,52.4,0,4,189,98.5,3.7,7,1,1.6,1,199,196,5,0,,0,1,61,100.0,8.2,5,2.5,1,63,63,2,2019
Daniel Green,77232,LB,KANSAS ST,13,1,0,199,64.2,3,16,97,27.4,12.4,12,1,10.8,1,369,101,20,1,71.0,0,9,43,55.6,20.9,9,10.5,0,81,45,9,2022
Daniel Grobe,173866,ED,AIR FORCE,11,3,0,101,54.6,1,12,216,99.6,4.6,10,0,3.0,0,229,228,13,1,55.8,1,7,85,100.0,5.9,5,4.7,0,87,87,8,2024
Daniel Grzesiak,83724,ED,CINCINNATI,12,1,0,138,71.4,1,16,166,54.7,10.2,17,1,7.5,4,327,179,21,1,69.1,0,7,50,75.7,20.0,10,11.0,2,74,56,9,2023
Daniel Joseph,44012,ED,NC STATE,12,0,0,248,72.3,3,33,361,99.5,11.6,42,4,6.9,7,388,386,43,0,82.3,0,9,70,98.6,18.6,13,13.6,5,74,73,14,2021
Daniel Okpoko,82386,ED,S DIEGO ST,12,3,1,284,61.5,3,4,183,97.0,5.5,10,1,3.0,2,198,192,9,0,59.3,1,3,50,96.4,8.0,4,4.0,0,55,53,4,2023
Daniel Wise,48922,ED,KANSAS,12,0,0,198,70.5,3,26,340,98.6,10.0,34,2,6.0,6,361,356,35,0,,0,6,55,98.3,16.4,9,10.9,3,60,59,9,2019
Danielle Hunter,9521,ED,LSU,13,4,0,211,57.3,3,8,334,96.9,5.1,17,0,2.5,3,353,342,14,0,58.6,0,5,96,100.0,10.4,10,3.6,1,99,99,6,2014
Danny Doyle,48512,ED,DUKE,10,0,0,154,68.2,1,10,89,93.9,15.7,14,0,7.3,1,99,93,12,0,71.2,0,8,43,88.2,23.3,10,11.6,1,51,45,9,2016
Danny Ezechukwu,49761,ED,PURDUE,13,1,0,273,59.2,9,25,311,63.7,9.0,28,0,7.1,5,507,323,39,0,66.3,6,21,150,72.5,16.0,24,11.7,4,211,153,31,2018
Danny Striggow,129668,ED,MINNESOTA,13,0,0,225,62.5,4,15,261,85.7,10.3,27,0,5.9,6,328,281,25,0,66.1,1,10,120,87.9,15.8,19,8.8,5,149,131,16,2024
Danny Stutsman,144632,LB,OKLAHOMA,13,1,0,261,59.4,4,11,131,24.1,4.6,6,1,8.8,4,557,134,19,1,64.1,1,5,56,35.0,3.6,2,12.5,4,160,56,10,2022
Dante Fowler Jr.,9436,ED,FLORIDA,12,2,0,163,81.9,11,31,312,84.6,15.4,48,4,9.6,9,384,325,51,0,90.1,6,20,121,90.0,28.9,35,18.2,9,140,126,35,2014
Dante Sawyer,48525,ED,S CAROLINA,12,4,1,289,78.9,5,21,256,100.0,12.5,32,1,6.6,4,266,266,30,2,71.5,2,12,95,100.0,18.9,18,9.5,2,99,99,16,2018
Daquan Romero,37802,LB,VIRGINIA,12,1,0,335,82.0,8,14,145,34.5,17.2,25,0,9.0,2,464,160,24,0,88.9,6,12,73,39.2,28.8,21,15.1,2,204,80,20,2014
Dare Odeyingbo,48531,ED,VANDERBILT,13,3,0,333,62.1,2,6,179,99.5,3.9,7,0,2.2,0,190,189,8,0,51.7,1,1,41,100.0,2.4,1,2.4,0,44,44,2,2016
Darian Roseboro,48503,ED,NC STATE,12,1,0,248,55.0,3,15,303,100.0,4.3,13,1,3.0,0,314,314,18,1,,0,6,97,100.0,3.1,3,3.1,0,102,102,6,2019
Darian Varner,125344,ED,TEMPLE,10,0,0,306,72.7,2,14,234,91.8,9.0,21,0,6.8,8,267,245,24,0,70.9,2,9,98,95.3,13.3,13,8.7,3,107,102,14,2022
Darian Yancey,44986,ED,SO MISS,11,0,0,296,58.7,4,12,139,72.7,9.4,13,0,6.5,1,198,144,17,0,,2,5,60,79.7,10.0,6,5.8,0,79,63,7,2019
Dariel Djabome,162903,LB,RUTGERS,13,1,0,278,73.0,3,15,93,21.2,10.8,10,0,12.9,3,457,97,21,1,69.0,2,6,57,29.3,8.8,5,8.8,1,205,60,9,2024
Darien Butler,81174,LB,ARIZONA ST,13,0,0,110,65.6,3,13,143,39.4,12.6,18,1,6.3,1,386,152,17,0,,2,9,51,43.7,21.6,11,10.8,0,126,55,11,2019
Darius English,48391,ED,S CAROLINA,13,0,0,289,73.6,6,14,269,85.0,9.7,26,0,7.8,11,333,283,31,0,79.0,5,9,98,97.2,19.4,19,14.3,7,109,106,21,2016
Darius Harris,29188,LB,MIDDLE TN,14,1,0,224,73.5,7,10,142,33.0,14.8,21,3,9.5,5,440,145,22,0,,4,5,50,40.0,30.0,15,15.0,3,130,52,12,2019
Darius Hodges,97765,ED,TULANE,13,0,0,319,84.4,8,20,203,79.1,21.2,43,2,10.8,8,263,208,36,0,82.4,2,11,81,93.2,29.6,24,15.4,6,88,82,19,2023
Darius Muasau,86008,LB,UCLA,13,4,0,324,72.8,0,14,116,28.4,11.2,13,2,9.5,4,426,121,18,1,78.6,0,8,41,38.6,22.0,9,17.1,3,114,44,11,2023
Darius Robinson,98946,ED,MISSOURI,12,0,0,229,78.4,6,27,277,98.3,17.0,47,2,9.2,9,295,290,42,0,83.2,1,10,80,98.9,27.5,22,13.1,5,87,86,16,2023
Darius Slade,29757,ED,ARIZONA ST,11,0,0,110,63.1,0,14,116,86.7,9.5,11,0,8.6,3,143,124,17,0,,0,8,54,85.3,11.1,6,11.1,2,68,58,10,2019
Darnell Thompson,39531,ED,COLO STATE,13,1,0,144,62.8,5,8,197,99.5,7.1,14,3,5.3,4,210,209,17,0,64.7,2,7,82,100.0,12.2,10,9.1,3,85,85,12,2016
Darrell Taylor,36001,ED,TENNESSEE,12,0,0,307,76.7,6,18,242,82.9,12.8,31,1,8.3,8,299,248,32,0,,1,13,94,92.3,18.1,17,13.8,6,104,96,20,2019
Darren Agu,163703,ED,VANDERBILT,10,2,0,333,60.5,3,5,181,90.8,4.4,8,0,2.8,1,207,188,9,0,63.2,2,1,53,84.6,11.3,6,4.7,1,65,55,4,2023
Darrian Beavers,55107,LB,CINCINNATI,14,1,1,138,86.1,6,9,120,27.5,17.5,21,1,11.3,6,448,123,21,0,87.9,5,4,56,47.9,23.2,13,17.0,5,119,57,14,2021
Darrius Liggins,29231,ED,MIDDLE TN,14,1,0,224,55.4,0,11,160,98.3,4.4,7,0,3.4,0,175,172,11,0,,0,3,54,98.3,5.6,3,2.8,0,59,58,3,2019
Darron Lee,10654,LB,OHIO STATE,13,0,0,260,81.6,5,13,101,22.9,12.9,13,2,12.9,4,468,107,22,0,86.6,1,9,52,30.9,15.4,8,17.3,4,175,54,14,2015
Darryl Paulo,16779,ED,WASH STATE,12,0,0,341,57.6,3,8,205,99.5,4.9,10,0,4.1,3,213,212,14,0,60.8,3,6,74,100.0,10.8,8,7.4,1,77,77,10,2014
Darryl Peterson,145175,ED,WISCONSIN,12,1,0,349,66.7,5,17,197,89.7,13.2,26,0,5.6,0,232,208,22,1,67.1,4,9,102,93.9,14.7,15,6.4,0,115,108,13,2024
Daryl Mason,14932,ED,N TEXAS,8,0,0,251,61.4,1,9,151,98.7,7.3,11,0,5.3,3,159,157,13,0,60.2,1,5,56,100.0,8.9,5,8.9,2,60,60,8,2014
Darzil Washington,20808,ED,LA LAFAYET,9,0,1,207,61.6,2,12,133,78.0,9.8,13,3,6.8,2,182,142,16,0,62.7,0,6,41,97.7,17.1,7,9.8,1,43,42,7,2015
Dasan McCullough,156403,ED,INDIANA,12,2,0,190,57.0,2,14,144,64.2,4.2,6,0,8.3,4,240,154,20,1,53.7,0,8,71,77.0,2.8,2,8.5,2,100,77,10,2022
Dasman McCullum,10169,ED,SO MISS,12,1,0,296,59.6,4,20,326,98.3,6.1,20,0,4.9,4,347,341,28,0,60.2,2,10,111,97.5,8.1,9,8.1,3,121,118,15,2014
Daumantas Venckus,48390,ED,AKRON,12,1,0,102,53.7,3,5,241,100.0,4.1,10,1,2.1,1,257,257,9,0,52.8,3,3,77,100.0,6.5,5,3.9,0,85,85,6,2016
David Anenih,57853,ED,HOUSTON,14,2,4,182,76.5,9,32,296,89.1,11.8,35,4,9.0,6,357,318,47,1,79.3,6,14,119,95.5,16.8,20,11.8,4,134,128,24,2021
David Bailey,157272,ED,STANFORD,12,0,1,300,93.2,6,26,178,75.9,27.5,49,5,12.9,7,253,192,39,0,92.4,3,17,71,83.2,46.5,33,21.1,5,95,79,25,2024
David Curry,26573,LB,GA TECH,10,0,0,176,76.6,3,12,102,25.6,18.6,19,1,11.3,4,418,107,19,0,74.6,2,8,42,29.2,23.8,10,14.3,1,154,45,11,2020
David Durham,14978,ED,PITTSBURGH,12,2,1,268,56.9,4,13,324,99.4,6.5,21,2,3.5,3,341,339,20,0,57.3,4,6,114,100.0,9.6,11,5.3,1,122,122,11,2014
David Johnson,22170,ED,S CAROLINA,9,0,0,289,58.4,2,5,113,99.1,8.0,9,0,3.1,0,117,116,7,0,62.3,2,2,44,100.0,13.6,6,4.5,0,45,45,4,2014
David Konowalski,25701,ED,BOWL GREEN,12,2,1,122,67.6,4,17,307,97.8,7.2,22,8,5.0,5,324,317,26,0,65.7,1,7,95,99.0,9.5,9,7.4,3,99,98,11,2018
David Long Jr.,29367,LB,W VIRGINIA,12,1,0,343,83.5,8,19,121,28.5,14.9,18,2,18.6,9,452,129,36,0,,3,6,42,68.8,21.4,9,22.6,5,64,44,14,2019
David Manoa,48428,ED,HAWAII,12,2,1,180,66.6,3,14,242,98.5,8.7,21,1,4.8,3,261,257,20,0,61.6,1,3,63,100.0,11.1,7,6.3,2,68,68,6,2018
David Ojabo,101420,ED,MICHIGAN,14,2,0,222,87.9,7,25,279,86.3,15.1,42,2,9.7,11,344,297,43,0,91.0,3,16,131,90.4,22.1,29,15.6,11,157,142,30,2021
David Perales,87160,ED,FRESNO ST,14,5,1,169,78.1,6,31,358,91.5,14.2,51,5,8.8,13,413,378,50,1,82.3,5,18,134,93.5,22.4,30,15.3,9,153,143,32,2022
David Reese,90079,ED,CAL,12,2,0,130,71.2,2,18,225,86.1,9.3,21,1,6.7,5,280,241,25,0,70.8,0,7,85,94.9,15.3,13,7.6,3,99,94,10,2024
David Santiago,186443,ED,AIR FORCE,10,4,0,101,63.2,3,17,236,89.1,8.5,20,0,5.9,4,285,254,24,0,65.9,1,12,100,91.5,15.0,15,9.5,3,117,107,16,2024
David Ugwoegbu,98314,ED,HOUSTON,12,1,1,182,56.6,2,15,197,68.9,3.6,7,4,6.3,4,302,208,21,0,58.8,1,4,71,89.4,5.6,4,7.7,3,85,76,8,2023
Davin Bellamy,50116,ED,GEORGIA,15,3,1,173,72.0,6,15,252,88.9,10.3,26,3,6.2,5,298,265,26,2,80.0,3,11,100,92.2,18.0,18,9.0,2,115,106,16,2018
Davin Vann,122887,ED,NC STATE,12,0,0,248,78.6,2,16,317,99.4,10.1,32,4,5.4,8,333,331,26,0,78.3,1,5,63,100.0,19.0,12,9.5,3,70,70,9,2024
Davion Hood,149880,ED,TEMPLE,12,0,1,306,52.6,0,5,150,96.4,2.7,4,1,3.0,2,165,159,7,0,53.3,0,4,53,94.8,5.7,3,5.7,1,58,55,5,2023
Davion Rhodes,147130,ED,GA SOUTHRN,13,1,0,174,57.6,1,10,217,100.0,5.1,11,2,3.0,1,229,229,12,0,59.9,1,6,72,100.0,8.3,6,6.3,1,75,75,8,2023
Davion Taylor,81991,LB,COLORADO,12,0,0,143,60.1,9,11,144,44.6,5.6,8,0,7.6,1,341,152,21,0,,1,4,48,51.5,8.3,4,7.3,1,101,52,6,2019
Davon Durant,38217,ED,MARSHALL,13,1,0,214,59.1,6,10,212,94.1,4.7,10,2,5.2,3,237,223,19,0,59.1,1,1,59,98.4,5.1,3,5.1,2,64,63,4,2018
Davon Wright,76825,ED,TULANE,12,0,0,319,56.6,2,13,210,100.0,5.2,11,1,5.5,4,224,224,19,0,,1,7,99,100.0,7.1,7,7.1,3,102,102,11,2019
Dawuane Smoot,11823,ED,ILLINOIS,12,1,0,187,83.0,10,38,337,99.4,17.8,60,3,8.6,5,360,358,53,0,89.8,6,26,141,99.3,29.1,41,14.2,4,151,150,36,2016
Daylan Dotson,138154,ED,UCF,12,1,0,323,72.3,0,14,174,95.9,10.3,18,1,6.3,4,193,185,18,0,66.3,0,10,68,93.6,14.7,10,10.3,2,78,73,12,2024
Daylen Gill,124135,LB,SO MISS,13,0,0,296,80.1,7,16,108,28.1,20.4,22,2,16.2,6,402,113,29,0,84.3,5,10,56,35.4,28.6,16,20.5,4,164,58,19,2022
Dayo Odeyingbo,56923,ED,VANDERBILT,8,1,1,333,77.8,8,12,237,100.0,11.4,27,1,6.3,5,247,247,25,1,78.0,2,4,48,100.0,16.7,8,12.5,3,49,49,9,2020
Dayon Hayes,123010,ED,PITTSBURGH,12,2,0,268,72.7,11,29,253,98.9,13.0,33,2,9.5,4,272,269,44,0,70.0,4,11,80,98.9,20.0,16,11.9,2,90,89,17,2023
Dayon Pratt,50211,ED,E CAROLINA,10,1,0,156,62.1,3,11,214,71.9,6.5,14,1,4.7,3,306,220,17,1,70.8,2,8,93,81.5,12.9,12,7.5,2,119,97,12,2016
De'Jon Wilson,48464,ED,SYRACUSE,12,1,0,304,63.7,2,12,152,91.7,9.9,15,3,6.6,3,169,155,17,0,65.5,0,7,61,86.3,14.8,9,9.0,2,73,63,9,2016
De'Monte Russell,98907,ED,MISS STATE,10,1,0,227,53.2,0,7,144,90.0,2.1,3,0,3.1,1,170,153,8,0,52.6,0,3,55,86.2,3.6,2,2.7,0,65,56,3,2023
DeAndre' Miller,50188,ED,ARIZONA,9,0,0,109,65.4,3,8,128,60.1,7.8,10,0,5.9,2,228,137,13,0,73.4,2,6,49,77.5,14.3,7,12.2,2,71,55,10,2016
DeAngelo Malone,56941,ED,W KENTUCKY,14,2,0,346,78.8,8,23,325,87.8,12.0,39,0,6.9,7,392,344,38,0,78.9,4,8,95,86.7,20.0,19,10.5,4,120,104,16,2021
DeCalon Brooks,57822,LB,FLORIDA ST,11,1,0,167,59.9,2,9,88,26.7,5.7,5,0,7.4,1,337,90,12,0,,1,5,41,32.3,9.8,4,7.3,0,130,42,6,2019
DeJazz Woods,14415,ED,ILLINOIS,13,0,1,187,63.0,0,12,202,93.4,9.9,20,1,5.0,4,227,212,16,0,61.4,0,6,63,94.4,14.3,9,6.3,1,72,68,7,2014
DeMarco Montgomery,50165,ED,MEMPHIS,13,0,0,218,50.3,2,10,234,61.2,2.1,5,1,3.0,1,397,243,13,0,52.6,0,7,68,71.3,4.4,3,6.6,1,101,72,8,2016
DeMarcus Walker,11806,ED,FLORIDA ST,13,2,0,167,88.2,12,34,433,98.3,15.7,68,2,9.2,17,463,455,63,0,88.1,5,17,171,98.9,24.0,41,14.0,13,180,178,35,2016
DeMarvin Leal,98919,ED,TEXAS A&M,12,2,0,312,74.9,5,23,394,100.0,10.4,41,5,5.8,9,412,412,37,0,80.2,3,12,103,100.0,19.4,20,12.1,5,109,109,20,2021
DeMarvion Overshown,76729,LB,TEXAS,12,2,1,311,73.7,5,15,85,21.5,9.4,8,3,15.3,3,419,90,23,0,79.9,4,12,42,28.0,16.7,7,23.8,2,157,44,18,2022
DeQuarius Henry,45340,ED,UTSA,11,0,0,331,74.4,3,7,133,97.2,11.3,15,0,6.0,3,144,140,13,0,,2,5,56,96.7,19.6,11,9.8,2,61,59,9,2019
DeSean Brown,157821,ED,OKLA STATE,11,0,0,262,70.7,6,21,193,93.1,18.1,35,4,7.5,1,217,202,28,0,67.9,4,12,99,93.5,21.2,21,9.1,1,108,101,17,2024
DeVante Wilson,48371,ED,CAL,12,1,0,130,60.0,2,11,343,100.0,4.1,14,1,2.8,3,368,368,16,1,71.3,0,10,87,100.0,12.6,11,8.0,2,98,98,12,2016
DeVonne Harris,98341,ED,WYOMING,13,1,1,351,57.9,7,14,282,80.9,7.1,20,1,5.1,4,367,297,25,0,62.3,3,8,97,87.1,14.4,14,7.7,2,116,101,13,2023
Deamontae Diggs,138335,ED,COAST CAR,13,2,1,141,62.3,2,20,208,95.2,5.8,12,1,6.7,3,230,219,25,0,57.3,1,6,62,95.7,6.5,4,7.3,1,70,67,8,2024
Dean Lemon,48394,ED,MIAMI OH,9,1,0,221,61.2,1,7,135,100.0,7.4,10,0,4.4,2,144,144,10,0,,0,2,47,100.0,6.4,3,2.1,0,55,55,2,2019
Dean Lowry,10771,ED,NWESTERN,13,7,0,256,76.3,3,37,389,94.8,10.8,42,3,6.2,4,426,404,44,2,77.7,2,25,174,97.4,16.7,29,10.1,4,189,184,31,2015
Dean Miller,163813,ED,KANSAS,12,3,0,198,62.2,8,9,238,91.1,6.3,15,0,7.4,9,271,247,26,1,61.8,3,8,90,87.2,11.1,10,12.8,6,109,95,17,2024
Deandre Johnson,62927,ED,MIAMI FL,12,0,4,220,64.1,2,18,252,95.6,9.9,25,7,6.0,5,275,263,25,0,67.0,2,11,80,96.6,17.5,14,11.9,3,88,85,16,2021
Deante McCray,163050,ED,W KENTUCKY,14,0,0,346,61.0,1,16,183,97.9,8.7,16,0,6.3,3,195,191,20,0,58.3,1,8,59,96.9,10.2,6,11.0,2,65,63,11,2024
Deatrich Wise Jr.,11886,ED,ARKANSAS,13,2,0,111,80.2,11,24,258,98.9,15.1,39,0,8.7,5,268,265,40,0,85.8,6,15,104,100.0,25.0,26,14.9,5,109,109,26,2016
Decarius Hawthorne,123598,ED,USF,13,2,0,327,83.0,8,26,340,97.9,11.5,39,3,5.6,2,374,366,36,0,74.5,7,10,110,99.2,13.6,15,8.6,1,121,120,18,2024
Dee Winters,99376,LB,TCU,15,1,1,305,60.9,3,18,103,20.3,3.9,4,4,18.9,9,533,108,30,0,58.4,2,7,50,50.5,6.0,3,17.0,4,107,54,13,2022
Deeve Harris,145374,ED,MARSHALL,13,0,1,214,67.9,5,20,193,88.7,10.9,21,1,9.1,5,231,205,30,0,61.5,3,9,72,90.8,12.5,9,11.1,2,87,79,14,2024
Deion Barnes,9955,ED,PENN STATE,13,1,0,266,67.2,6,28,320,95.6,8.1,26,1,7.5,7,344,329,41,1,69.6,4,12,124,96.2,12.1,15,11.3,6,132,127,22,2014
Deion Williams,18007,ED,DUKE,13,0,0,154,52.9,5,9,266,87.9,3.8,10,0,3.0,1,314,276,15,0,56.7,0,6,86,87.6,7.0,6,4.7,1,105,92,7,2015
Deiontrez Mount,9610,ED,LOUISVILLE,13,0,0,210,73.7,7,25,258,88.3,13.6,35,2,7.8,4,309,273,36,0,79.7,5,18,125,91.7,20.0,25,11.6,3,145,133,26,2014
